network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,475,510,519,,,,,,,,,511,6789,6837,6845,,,,
testnet,default,transfer-erc20-test,,,0,284,306,319,,,,,,,,,308,6588,6635,6646,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,376,417,462,,,,,,,418,7740,,,7765,7813,,,419,10877
testnet,default,transfer-cadence-test,,,0,262,262,302,,,,,,,262,5521,,,5524,11140,,,264,11781
mainnet,default,transfer-test,,,0,416,460,477,,,,,,,,,461,6821,6844,6860,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,501,521,687,,,,,,,522,7309,,,7314,7373,,,524,10627
testnet,ALCHEMY_URL,transfer-test,,,0,805,816,875,,,,,,,,,817,7478,7502,7544,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,862,867,946,,,,,,,,,870,7554,7603,7679,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,425,459,501,,,,,,,,,460,7025,7043,7078,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,316,357,367,,,,,,,,,358,6635,6683,6691,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,357,357,369,,,,,,,,,359,6636,6684,6695,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,327,357,374,,,,,,,,,358,6718,6738,6755,,,,
mainnet,default,headless-kittypunch-swap-1,0,21330,,,,,21358,24067,,,24082,42772,,,,,,,42817,49767,,
mainnet,default,headless-kittypunch-swap-2,0,2973,,,,,,,3008,6848,6867,25484,,,,,,,25492,38377,,
