network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,762,806,839,,,,,,,,,807,7267,7303,7335,,,,
testnet,default,transfer-erc20-test,,,1,577,609,644,,,,,,,,,612,7088,7104,7138,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,440,480,514,,,,,,,480,5702,,,5712,5746,,,482,8812
testnet,default,transfer-cadence-test,,,0,255,298,381,,,,,,,299,5573,,,5586,8450,,,301,8702
mainnet,default,transfer-test,,,1,483,505,511,,,,,,,,,506,6748,6773,6779,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,478,491,539,,,,,,,492,6993,,,7034,7085,,,494,10100
testnet,ALCHEMY_URL,transfer-test,,,0,423,456,500,,,,,,,,,457,6959,6967,6999,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,282,302,338,,,,,,,,,304,6744,6757,6805,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,447,454,483,,,,,,,,,454,7030,7047,7092,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,390,402,407,,,,,,,,,403,6641,6659,6664,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,356,401,410,,,,,,,,,404,6644,6683,6690,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,826,853,859,,,,,,,,,854,7097,7143,7149,,,,
mainnet,default,headless-kittypunch-swap-1,0,20742,,,,,20743,28956,,,28992,47363,,,,,,,47392,53782,,
mainnet,default,headless-kittypunch-swap-2,0,2086,,,,,,,2134,8304,8329,26965,,,,,,,27013,33401,,
