network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,484,506,535,,,507,3746,3789,3817,,
testnet,default,transfer-erc20-test,0,388,406,439,,,409,3644,3689,3718,,
testnet,default,transfer-cadence-soft-finality-test,0,434,447,511,447,3593,,,3619,3683,449,6787
testnet,default,transfer-cadence-test,0,337,373,412,374,3530,,,3548,6496,376,6720
mainnet,default,transfer-test,0,795,808,850,,,809,7326,7376,7409,,
testnet,ALCHEMY_URL,transfer-test,0,520,558,614,,,558,4044,4090,4145,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,477,506,554,,,509,3978,3999,4043,,
mainnet,ALCHEMY_URL,transfer-test,0,715,758,814,,,759,7412,7425,7467,,
testnet,QUICKNODE_URL,transfer-test,0,424,457,486,,,458,3719,3743,3768,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,399,404,435,,,406,3635,3685,3715,,
mainnet,QUICKNODE_URL,transfer-test,0,468,507,546,,,507,7062,7074,7113,,
