network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,681,714,737,,,,,,,,,715,7125,7143,7165,,,,
testnet,default,transfer-erc20-test,,,0,486,506,530,,,,,,,,,509,6902,6934,6955,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,379,423,474,,,,,,,423,4695,,,4701,4754,,,424,7862
testnet,default,transfer-cadence-test,,,0,375,397,450,,,,,,,398,5696,,,5732,7863,,,400,7823
mainnet,default,transfer-test,,,0,693,710,734,,,,,,,,,710,7144,7173,7197,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,1,541,574,641,,,,,,,575,7085,,,7117,7187,,,577,11342
testnet,ALCHEMY_URL,transfer-test,,,0,884,907,1004,,,,,,,,,908,7696,7720,7787,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,714,759,821,,,,,,,,,762,7505,7530,7588,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,934,959,1010,,,,,,,,,959,7688,7713,7771,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,481,505,528,,,,,,,,,506,6896,6904,6924,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,566,606,635,,,,,,,,,608,7002,7014,7040,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,650,659,685,,,,,,,,,660,7085,7121,7145,,,,
mainnet,default,headless-kittypunch-swap-1,0,20871,,,,,20903,23111,,,23145,41617,,,,,,,41650,50530,,
mainnet,default,headless-kittypunch-swap-2,0,2620,,,,,,,2627,6370,6387,25092,,,,,,,25118,31697,,
