network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,688,709,784,,,710,4276,4297,4357,,
testnet,default,transfer-erc20-test,0,572,607,672,,,609,4147,4148,4210,,
testnet,default,transfer-cadence-soft-finality-test,1,589,595,696,595,3970,,,4016,4123,597,7324
testnet,default,transfer-cadence-test,0,516,519,609,520,3898,,,3898,7528,521,8283
mainnet,default,transfer-test,0,821,857,919,,,857,7664,7668,7730,,
mainnet,default,transfer-cadence-soft-finality-test,0,723,745,853,746,4763,,,4770,4874,747,10253
testnet,ALCHEMY_URL,transfer-test,0,1562,1562,1680,,,1562,6100,6102,6347,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1505,1513,1776,,,1516,5912,5959,6212,,
mainnet,ALCHEMY_URL,transfer-test,0,1398,1419,1657,,,1420,6000,6016,6122,,
testnet,QUICKNODE_URL,transfer-test,0,786,814,890,,,815,4389,4403,4460,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,592,612,678,,,615,4161,4207,4269,,
mainnet,QUICKNODE_URL,transfer-test,0,716,761,824,,,762,7575,7578,7640,,
