network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,931,968,1020,,,,,,,969,4370,4391,4442,,,,
testnet,default,transfer-erc20-test,,,0,676,713,770,,,,,,,716,4110,4134,4189,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,597,618,697,,,,,619,4994,,,5006,5082,,,621,7132
testnet,default,transfer-cadence-test,,,0,581,597,679,,,,,598,4988,,,4989,6577,,,600,7126
mainnet,default,transfer-test,,,0,618,665,692,,,,,,,666,7103,7149,7175,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,564,577,642,,,,,577,8310,,,8341,8409,,,578,10434
testnet,ALCHEMY_URL,transfer-test,,,0,615,663,730,,,,,,,663,4122,4138,4192,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,426,458,543,,,,,,,461,3858,3880,3925,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1054,1070,1126,,,,,,,1071,7918,7962,8042,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,502,510,530,,,,,,,511,3680,3728,3748,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,388,408,432,,,,,,,411,3583,3625,4147,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,478,510,535,,,,,,,511,6945,6991,7015,,,,
mainnet,default,headless-kittypunch-swap-1,0,21594,,,,,21628,30082,30102,48870,,,,,,,48900,55507,,
