network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,968,1008,1097,,,1008,4496,4536,4608,,
testnet,default,transfer-erc20-test,0,789,805,870,,,807,7542,7544,7607,,
testnet,default,transfer-cadence-soft-finality-test,0,732,771,882,772,7670,,,7704,7787,774,11027
testnet,default,transfer-cadence-test,0,539,583,750,584,7299,,,7311,9289,585,9513
mainnet,default,transfer-test,0,877,905,977,,,905,7615,7636,7707,,
mainnet,default,transfer-cadence-soft-finality-test,0,645,658,779,658,5623,,,5626,5742,660,11363
testnet,ALCHEMY_URL,transfer-test,0,869,907,1018,,,907,8024,8048,8155,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,765,805,908,,,808,7825,7837,7959,,
mainnet,ALCHEMY_URL,transfer-test,0,936,958,1064,,,958,14988,15002,15106,,
testnet,QUICKNODE_URL,transfer-test,0,1016,1052,1124,,,1053,7963,8005,8075,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,741,754,829,,,757,7650,7700,7771,,
mainnet,QUICKNODE_URL,transfer-test,0,1102,1109,1181,,,1109,7816,7822,7894,,
