network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1073,1102,1188,,,,,,,1105,7883,7889,7933,,,,
testnet,default,transfer-erc20-test,,,0,789,805,895,,,,,,,808,7425,7445,7492,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,556,565,652,,,,,565,7168,,,7195,7286,,,567,10319
testnet,default,transfer-cadence-test,,,0,332,379,467,,,,,380,5863,,,5863,8114,,,381,9048
mainnet,default,transfer-test,,,0,1020,1056,1128,,,,,,,1057,7759,7767,7838,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,824,840,1006,,,,,841,6069,,,6076,6262,,,842,10739
testnet,ALCHEMY_URL,transfer-test,,,1,1159,1207,1333,,,,,,,1207,8446,8458,8604,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1060,1105,1237,,,,,,,1108,8271,8304,8414,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,874,904,1036,,,,,,,905,8216,8240,8372,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,813,855,917,,,,,,,856,7654,7692,7754,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,687,706,767,,,,,,,709,7476,7503,7561,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,686,704,777,,,,,,,705,7408,7442,7513,,,,
mainnet,default,headless-kittypunch-swap-1,0,20828,,,,,20831,29573,29578,48434,,,,,,,48479,55414,,
