network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,319,355,375,,,356,3517,3538,3557,,
testnet,default,transfer-erc20-test,0,291,304,328,,,307,3489,3492,3513,,
testnet,default,transfer-cadence-soft-finality-test,0,341,383,439,384,3606,,,3606,3760,385,6771
testnet,default,transfer-cadence-test,0,384,424,458,425,3647,,,3647,6852,427,7864
mainnet,default,transfer-test,0,515,560,584,,,561,6985,7030,7159,,
mainnet,default,transfer-cadence-soft-finality-test,0,354,388,453,389,6013,,,6023,6088,390,10241
testnet,ALCHEMY_URL,transfer-test,0,739,764,806,,,765,7369,7382,7422,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,313,358,406,,,360,3634,3644,3685,,
mainnet,ALCHEMY_URL,transfer-test,0,361,406,437,,,407,6910,6916,6943,,
testnet,QUICKNODE_URL,transfer-test,0,341,356,380,,,357,3524,3541,3559,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,290,304,332,,,307,3504,3540,3565,,
mainnet,QUICKNODE_URL,transfer-test,0,298,305,330,,,306,6912,6918,6941,,
