network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,684,714,769,,,,,,,715,4150,4184,4237,,,,
testnet,default,transfer-erc20-test,,,0,693,714,769,,,,,,,716,4137,4186,4239,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,409,428,507,,,,,429,3704,,,3747,3828,,,430,6930
testnet,default,transfer-cadence-test,,,0,713,730,828,,,,,731,5120,,,5122,6551,,,733,7283
mainnet,default,transfer-test,,,0,1076,1073,1098,,,,,,,1074,7505,7508,7532,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,787,803,869,,,,,803,9566,,,9580,9647,,,805,12735
testnet,ALCHEMY_URL,transfer-test,,,0,597,611,696,,,,,,,611,4105,4135,4197,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,465,510,585,,,,,,,513,3954,3986,4046,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,667,713,821,,,,,,,714,7512,7550,7610,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,438,458,478,,,,,,,459,3620,3624,3644,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,367,412,435,,,,,,,415,3578,3581,3601,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,396,408,433,,,,,,,409,6841,6862,6886,,,,
mainnet,default,headless-kittypunch-swap-1,0,20923,,,,,20924,29365,29386,48224,,,,,,,48266,55108,,
