network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1121,1156,1176,,,1157,7548,7557,7573,,
testnet,default,transfer-erc20-test,0,1016,1055,1086,,,1059,13859,13897,13916,,
testnet,default,transfer-cadence-soft-finality-test,0,581,598,1982,599,5976,,,5976,6199,600,10652
mainnet,default,transfer-test,0,843,853,881,,,854,7302,7335,7362,,
mainnet,default,transfer-cadence-soft-finality-test,0,656,666,734,667,5582,,,5588,5672,668,12004
testnet,ALCHEMY_URL,transfer-test,0,743,755,824,,,755,7501,7539,7595,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,552,555,623,,,557,7248,7251,7309,,
mainnet,ALCHEMY_URL,transfer-test,0,967,1008,1110,,,1009,8172,8219,8333,,
testnet,QUICKNODE_URL,transfer-test,0,462,507,527,,,508,6889,6908,6926,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,495,506,529,,,508,6884,6907,6928,,
mainnet,QUICKNODE_URL,transfer-test,0,617,655,683,,,656,7100,7150,7176,,
