network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,855,867,929,,,,,,,,,867,4456,4490,4596,,,,
testnet,default,transfer-erc20-test,,,0,764,764,831,,,,,,,,,767,4348,4394,4457,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,689,726,790,,,,,,,727,5091,,,5116,5181,,,728,8292
testnet,default,transfer-cadence-test,,,0,478,514,596,,,,,,,515,5933,,,5977,8304,,,516,9128
mainnet,default,transfer-test,,,0,926,970,1042,,,,,,,,,970,7683,7703,7774,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,837,861,993,,,,,,,861,8841,,,8874,9085,,,863,10019
testnet,ALCHEMY_URL,transfer-test,,,0,789,816,968,,,,,,,,,817,8086,8112,8256,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,869,918,1055,,,,,,,,,920,8231,8269,8386,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,862,867,972,,,,,,,,,867,4760,4799,4923,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,645,663,730,,,,,,,,,663,7535,7553,7625,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,500,510,582,,,,,,,,,512,7402,7451,7524,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1283,1330,1401,,,,,,,,,1330,4763,4799,4871,,,,
mainnet,default,headless-kittypunch-swap-1,0,21237,,,,,21263,22479,,,22495,41099,,,,,,,41133,44951,,
mainnet,default,headless-kittypunch-swap-2,0,2628,,,,,,,2669,5438,5486,24083,,,,,,,24100,31221,,
