network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,417,459,485,,,460,6913,6940,6965,,
testnet,default,transfer-erc20-test,0,344,357,386,,,360,6818,6838,6864,,
testnet,default,transfer-cadence-soft-finality-test,0,394,430,490,431,5647,,,5690,5754,433,8841
testnet,default,transfer-cadence-test,0,434,453,495,454,5649,,,5658,9147,456,9902
mainnet,default,transfer-test,0,690,715,747,,,716,7437,7450,7481,,
testnet,ALCHEMY_URL,transfer-test,0,507,511,558,,,511,7124,7145,7190,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,391,407,444,,,410,7112,7146,7183,,
mainnet,ALCHEMY_URL,transfer-test,0,418,460,500,,,462,7024,7044,7078,,
testnet,QUICKNODE_URL,transfer-test,0,361,409,436,,,410,6864,6898,6924,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,358,357,386,,,359,6810,6837,6863,,
mainnet,QUICKNODE_URL,transfer-test,0,353,357,389,,,358,7000,7043,7075,,
