network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,585,606,652,,,606,7255,7270,7315,,
testnet,default,transfer-erc20-test,0,652,660,716,,,663,7331,7380,7428,,
testnet,default,transfer-cadence-soft-finality-test,0,724,742,822,743,7153,,,7177,7265,744,11511
testnet,default,transfer-cadence-test,0,594,618,673,619,5940,,,5950,8941,620,9180
mainnet,default,transfer-test,0,738,756,811,,,757,7554,7578,7632,,
testnet,ALCHEMY_URL,transfer-test,0,724,758,853,,,759,7662,7665,7730,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,553,557,620,,,560,7378,7408,7477,,
mainnet,ALCHEMY_URL,transfer-test,0,1107,1109,1220,,,1110,8518,8530,8635,,
testnet,QUICKNODE_URL,transfer-test,0,507,506,552,,,506,7188,7213,7260,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,479,503,552,,,505,7158,7169,7216,,
mainnet,QUICKNODE_URL,transfer-test,0,509,558,612,,,559,7322,7326,7459,,
