network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,766,804,836,,,,,,,805,7305,7338,7368,,,,
testnet,default,transfer-erc20-test,,,0,698,705,741,,,,,,,708,7152,7196,7229,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,493,533,590,,,,,534,7833,,,7862,7897,,,535,10992
testnet,default,transfer-cadence-test,,,0,472,497,530,,,,,497,5733,,,5733,9025,,,499,9904
mainnet,default,transfer-test,,,0,787,808,814,,,,,,,809,7052,7065,7070,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,429,430,478,,,,,430,5215,,,5215,5262,,,432,8353
testnet,ALCHEMY_URL,transfer-test,,,0,803,811,852,,,,,,,812,7302,7353,7388,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,683,710,736,,,,,,,713,7159,7163,7187,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,648,655,686,,,,,,,656,7058,7101,7128,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,302,303,308,,,,,,,303,6541,6567,6573,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,265,303,315,,,,,,,306,6542,6575,6583,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,481,505,510,,,,,,,506,6747,6770,6783,,,,
mainnet,default,headless-kittypunch-swap-1,0,21244,,,,,21263,29533,29570,48328,,,,,,,48360,54860,,
