network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,966,1013,1077,,,1014,4575,4600,4663,,
testnet,default,transfer-erc20-test,0,828,857,945,,,860,4462,4499,4567,,
testnet,default,transfer-cadence-soft-finality-test,1,788,823,918,824,4208,,,4249,4343,826,7509
testnet,default,transfer-cadence-test,0,556,557,639,558,5022,,,5041,7403,559,8353
mainnet,default,transfer-test,0,1025,1066,1145,,,1067,8016,8029,8103,,
mainnet,default,transfer-cadence-soft-finality-test,0,814,838,955,838,8004,,,8036,8148,840,12450
testnet,ALCHEMY_URL,transfer-test,0,893,906,1020,,,907,4883,4901,5003,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,698,706,842,,,710,4634,4657,4770,,
testnet,QUICKNODE_URL,transfer-test,0,661,659,728,,,660,4260,4299,4368,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,812,860,940,,,862,4488,4505,4575,,
mainnet,QUICKNODE_URL,transfer-test,0,949,961,1038,,,962,7852,7885,7961,,
