network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,867,912,989,,,913,7775,7807,7871,,
testnet,default,transfer-erc20-test,0,683,711,790,,,714,7633,7678,7750,,
testnet,default,transfer-cadence-soft-finality-test,0,615,656,1068,657,5080,,,5088,5198,659,9535
testnet,default,transfer-cadence-test,0,546,587,680,588,6042,,,6084,9189,589,9365
mainnet,default,transfer-test,0,1014,1061,1134,,,1062,8180,8190,8262,,
testnet,ALCHEMY_URL,transfer-test,0,1278,1312,1537,,,1312,9277,9302,9539,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1192,1216,1470,,,1219,8879,8915,9008,,
mainnet,ALCHEMY_URL,transfer-test,1,1444,1464,1553,,,1465,8971,8984,9076,,
testnet,QUICKNODE_URL,transfer-test,0,671,710,786,,,711,7572,7576,7638,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,681,708,787,,,710,7634,7681,7757,,
mainnet,QUICKNODE_URL,transfer-test,0,865,910,1073,,,911,7928,7955,8033,,
