network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1582,1582,1690,,,,,,,,,1583,8470,8470,8532,,,,
testnet,default,transfer-erc20-test,,,0,917,917,983,,,,,,,,,920,7716,7755,7817,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,591,630,741,,,,,,,631,6281,,,6292,6403,,,632,9571
testnet,default,transfer-cadence-test,,,0,491,528,609,,,,,,,529,7013,,,7013,9229,,,531,9278
mainnet,default,transfer-test,,,0,883,917,990,,,,,,,,,918,7638,7652,7723,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,620,634,826,,,,,,,635,10278,,,10279,10412,,,637,10278
testnet,ALCHEMY_URL,transfer-test,,,0,1021,1019,1119,,,,,,,,,1020,8021,8061,8146,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,969,968,1077,,,,,,,,,971,8015,8065,8160,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,825,866,970,,,,,,,,,866,7866,7906,8008,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,903,917,988,,,,,,,,,917,7784,7806,7877,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,793,817,897,,,,,,,,,820,7696,7726,7804,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,684,715,787,,,,,,,,,715,7423,7452,7524,,,,
mainnet,default,headless-kittypunch-swap-1,0,21189,,,,,21200,30129,,,30165,48543,,,,,,,48594,55930,,
mainnet,default,headless-kittypunch-swap-2,0,2276,,,,,,,2311,8846,8853,26941,,,,,,,26969,30975,,
