network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1207,1207,1314,,,,,,,1207,8208,8248,8309,,,,
testnet,default,transfer-erc20-test,,,0,923,954,1021,,,,,,,957,7755,7780,7843,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,647,686,799,,,,,687,6164,,,6164,6230,,,688,9364
testnet,default,transfer-cadence-test,,,0,412,415,480,,,,,416,8073,,,8094,9676,,,418,10207
mainnet,default,transfer-test,,,0,989,1007,1080,,,,,,,1007,7720,7728,7800,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,671,675,6447,,,,,675,5992,,,6034,6222,,,676,13146
testnet,ALCHEMY_URL,transfer-test,,,0,913,919,1013,,,,,,,920,8036,8057,8145,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,790,807,918,,,,,,,810,7831,7853,7957,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,746,758,865,,,,,,,759,7990,8039,8126,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,734,764,832,,,,,,,765,7650,7692,7765,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,748,764,835,,,,,,,767,7644,7653,7727,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,779,805,877,,,,,,,806,7809,7813,7885,,,,
mainnet,default,headless-kittypunch-swap-1,0,21109,,,,,21119,29682,29704,48095,,,,,,,48139,54997,,
