network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,588,607,667,,,608,7368,7378,7434,,
testnet,default,transfer-erc20-test,0,522,557,616,,,560,7322,7370,7427,,
testnet,default,transfer-cadence-soft-finality-test,0,540,547,641,548,4869,,,4876,4969,549,9250
testnet,default,transfer-cadence-test,0,498,506,574,507,5861,,,5886,8679,508,9131
mainnet,default,transfer-test,0,1461,1462,1520,,,1463,8236,8285,8343,,
testnet,ALCHEMY_URL,transfer-test,0,1537,1564,1843,,,1565,9311,9332,9593,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1465,1465,1586,,,1468,9476,9491,9768,,
mainnet,ALCHEMY_URL,transfer-test,0,967,1009,1126,,,1010,5211,5252,5530,,
testnet,QUICKNODE_URL,transfer-test,0,526,557,618,,,558,7319,7327,7382,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,507,510,569,,,513,7275,7281,7338,,
mainnet,QUICKNODE_URL,transfer-test,0,772,810,868,,,811,7584,7632,7690,,
