network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,7584,7598,7709,,,7599,9660,9668,9775,,
testnet,default,transfer-erc20-test,0,4152,4177,4242,,,4179,17559,17572,17634,,
testnet,default,transfer-cadence-soft-finality-test,0,607,640,754,640,6212,,,6222,6289,642,8399
testnet,default,transfer-cadence-test,0,376,411,493,412,5786,,,5795,8394,413,8993
mainnet,default,transfer-test,1,1094,1106,1179,,,1108,7815,7862,7933,,
mainnet,default,transfer-cadence-soft-finality-test,0,657,668,839,668,9381,,,9414,9605,670,10597
testnet,ALCHEMY_URL,transfer-test,0,1157,1203,1318,,,1204,8289,8297,8399,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,861,906,1016,,,909,8000,8001,8103,,
mainnet,ALCHEMY_URL,transfer-test,0,1360,1407,1544,,,1408,5781,5829,5938,,
testnet,QUICKNODE_URL,transfer-test,0,863,904,976,,,905,7804,7845,7916,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,741,755,834,,,758,7670,7703,7776,,
mainnet,QUICKNODE_URL,transfer-test,0,669,707,779,,,707,7419,7457,7529,,
