network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,320,354,373,,,355,6730,6768,6786,,
testnet,default,transfer-erc20-test,0,284,305,327,,,307,6680,6715,6734,,
testnet,default,transfer-cadence-soft-finality-test,0,450,499,555,500,5646,,,5685,5740,501,10925
testnet,default,transfer-cadence-test,0,386,395,434,396,5569,,,5574,8497,397,8741
mainnet,default,transfer-test,0,458,507,530,,,508,7018,7024,7050,,
testnet,ALCHEMY_URL,transfer-test,0,384,408,450,,,409,6937,6973,7003,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,380,407,448,,,409,6940,6969,7004,,
mainnet,ALCHEMY_URL,transfer-test,0,354,402,438,,,403,6884,6902,6929,,
testnet,QUICKNODE_URL,transfer-test,0,271,304,323,,,305,6678,6712,6729,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,282,305,326,,,307,6685,6720,6739,,
mainnet,QUICKNODE_URL,transfer-test,0,391,406,429,,,406,7015,7030,7054,,
