network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1031,1059,1133,,,1060,4694,4703,4777,,
testnet,default,transfer-erc20-test,0,779,813,892,,,816,4481,4506,4583,,
testnet,default,transfer-cadence-soft-finality-test,0,839,882,989,883,4313,,,4357,4462,884,7650
testnet,default,transfer-cadence-test,0,568,607,698,608,4015,,,4038,7291,609,7353
mainnet,default,transfer-test,0,3165,3173,3250,,,3174,10084,10132,10202,,
mainnet,default,transfer-cadence-soft-finality-test,0,609,644,761,645,31730,,,31765,31882,646,31730
testnet,ALCHEMY_URL,transfer-test,0,994,1020,1149,,,1021,5048,5074,5185,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,723,764,885,,,766,4584,4607,4715,,
mainnet,ALCHEMY_URL,transfer-test,1,938,961,1061,,,962,8060,8082,8180,,
testnet,QUICKNODE_URL,transfer-test,0,714,761,839,,,762,4414,4446,4517,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,786,809,885,,,812,4455,4494,4565,,
mainnet,QUICKNODE_URL,transfer-test,0,1019,1063,1140,,,1064,7973,7983,8053,,
