network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,585,605,662,,,606,7363,7388,7444,,
testnet,default,transfer-erc20-test,0,514,512,569,,,515,7278,7303,7356,,
testnet,default,transfer-cadence-soft-finality-test,0,502,511,604,512,5893,,,5926,6012,513,10261
testnet,default,transfer-cadence-test,0,475,485,557,486,4786,,,4828,8084,487,8061
mainnet,default,transfer-test,0,731,767,832,,,767,14087,14087,14242,,
testnet,ALCHEMY_URL,transfer-test,0,1040,1067,1183,,,1068,8261,8305,8412,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,753,760,869,,,763,7960,8007,8123,,
mainnet,ALCHEMY_URL,transfer-test,0,750,770,872,,,771,7903,7920,8022,,
testnet,QUICKNODE_URL,transfer-test,0,547,561,618,,,563,7289,7300,7356,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,522,561,617,,,564,7298,7303,7361,,
mainnet,QUICKNODE_URL,transfer-test,0,1292,1328,1392,,,1328,8267,8271,8333,,
