network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1183,1222,1297,,,1223,8118,8160,8228,,
testnet,default,transfer-erc20-test,1,832,872,950,,,874,7814,7814,7889,,
testnet,default,transfer-cadence-soft-finality-test,0,852,900,1002,901,5426,,,5447,5550,902,9847
testnet,default,transfer-cadence-test,0,545,546,627,547,6089,,,6115,9069,548,9415
mainnet,default,transfer-test,0,1411,1431,1507,,,1432,5082,5107,5183,,
mainnet,default,transfer-cadence-soft-finality-test,0,743,777,895,778,5717,,,5728,5846,779,12410
testnet,ALCHEMY_URL,transfer-test,0,1678,1686,1945,,,1687,9546,9560,9667,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1287,1328,1426,,,1330,8758,8787,8879,,
mainnet,ALCHEMY_URL,transfer-test,0,1216,1228,1455,,,1229,8826,8855,9073,,
testnet,QUICKNODE_URL,transfer-test,0,765,768,837,,,769,7633,7675,7739,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,764,765,834,,,767,7646,7683,7765,,
mainnet,QUICKNODE_URL,transfer-test,0,1048,1071,1147,,,1072,7978,7984,8053,,
