network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,919,960,1069,,,961,7808,7853,7912,,
testnet,default,transfer-erc20-test,0,773,805,870,,,808,7603,7611,7673,,
testnet,default,transfer-cadence-soft-finality-test,0,3930,3970,4079,3969,8466,,,8489,9616,3971,11657
mainnet,default,transfer-test,0,1296,1310,1382,,,1311,8025,8027,8103,,
mainnet,default,transfer-cadence-soft-finality-test,0,550,597,800,598,6605,,,6636,6768,599,12381
testnet,ALCHEMY_URL,transfer-test,1,1509,1509,1616,,,1509,8551,8552,8657,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,876,903,1001,,,907,4621,4642,4735,,
mainnet,ALCHEMY_URL,transfer-test,1,1572,1612,1973,,,1613,16153,16176,16528,,
testnet,QUICKNODE_URL,transfer-test,0,777,803,876,,,804,7675,7683,7749,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,771,807,878,,,810,4419,4429,4498,,
mainnet,QUICKNODE_URL,transfer-test,0,898,909,982,,,910,7617,7652,7724,,
