network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,710,757,826,,,757,7585,7636,7697,,
testnet,default,transfer-erc20-test,0,639,659,732,,,662,7548,7589,7660,,
testnet,default,transfer-cadence-soft-finality-test,0,560,562,659,562,6011,,,6024,6129,563,9336
testnet,default,transfer-cadence-test,0,547,594,697,595,6057,,,6082,8792,596,9385
mainnet,default,transfer-test,0,1127,1159,1230,,,1159,8134,8178,8249,,
testnet,ALCHEMY_URL,transfer-test,0,1050,1062,1179,,,1062,8284,8330,8434,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,658,706,818,,,708,7854,7874,7973,,
mainnet,ALCHEMY_URL,transfer-test,0,1304,1315,1590,,,1316,8512,8533,8635,,
testnet,QUICKNODE_URL,transfer-test,0,647,657,728,,,658,7552,7573,7642,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,622,657,793,,,660,7519,7526,7595,,
mainnet,QUICKNODE_URL,transfer-test,0,687,708,873,,,709,7676,7677,7746,,
