network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,848,852,887,,,,,,,,,852,7341,7386,7421,,,,
testnet,default,transfer-erc20-test,,,0,662,703,743,,,,,,,,,706,7197,7209,7246,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,456,490,528,,,,,,,490,7799,,,7830,7869,,,492,9881
testnet,default,transfer-cadence-test,,,0,442,452,521,,,,,,,453,5721,,,5734,9157,,,454,9878
mainnet,default,transfer-test,,,0,630,652,662,,,,,,,,,653,6934,6957,6966,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,518,567,617,,,,,,,567,4357,,,4397,4450,,,568,8566
testnet,ALCHEMY_URL,transfer-test,,,0,737,754,795,,,,,,,,,755,13747,13760,13799,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,634,655,695,,,,,,,,,658,7126,7138,7168,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,603,651,683,,,,,,,,,651,7164,7172,7208,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,545,551,560,,,,,,,,,552,6825,6827,6835,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,340,353,366,,,,,,,,,356,6627,6632,6642,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,432,454,464,,,,,,,,,455,6742,6785,6793,,,,
mainnet,default,headless-kittypunch-swap-1,0,20557,,,,,20595,28993,,,29038,47527,,,,,,,47535,53973,,
mainnet,default,headless-kittypunch-swap-2,0,1902,,,,,,,1943,8261,8278,26770,,,,,,,26818,33167,,
