network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,919,961,1032,,,,,,,961,4609,4649,4724,,,,
testnet,default,transfer-erc20-test,,,0,862,861,938,,,,,,,864,4501,4543,4617,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,886,928,1031,,,,,929,4299,,,4300,4409,,,931,8750
testnet,default,transfer-cadence-test,,,0,662,707,798,,,,,708,4106,,,4136,7518,,,709,8559
mainnet,default,transfer-test,,,0,1048,1060,1133,,,,,,,1061,7986,8004,8080,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,894,933,1047,,,,,934,8414,,,8436,8549,,,936,13973
testnet,ALCHEMY_URL,transfer-test,,,0,1391,1417,1536,,,,,,,1418,6157,6167,6306,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1192,1212,1464,,,,,,,1215,3959,3994,4102,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,681,709,780,,,,,,,709,4345,4347,4418,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,684,709,785,,,,,,,711,4348,4353,4426,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,3006,3021,3093,,,,,,,3022,9939,9942,10014,,,,
mainnet,default,headless-kittypunch-swap-4,0,2081,,,,,2120,6310,6326,22316,,,,,,,22357,27685,,
