providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-erc20-test,0,1695,1650,1916,6650,7013,,,1650,6786,,
default,transfer-cadence-soft-finality-test,0,1454,1400,1929,7250,7680,1400,7445,,,1400,10275
default,transfer-test,0,1699,1700,1960,6400,6753,,,1700,6525,,
default,transfer-cadence-test,0,1549,1500,1973,7300,8908,1500,7459,,,1500,9036
ALCHEMY_URL,transfer-erc20-test,0,4692,4650,5556,16200,16872,,,4650,16518,,
ALCHEMY_URL,transfer-test,0,2746,2700,3072,12300,12878,,,2700,12533,,
