network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,749,756,791,,,,,,,756,7243,7248,7283,,,,
testnet,default,transfer-erc20-test,,,0,495,508,546,,,,,,,511,7053,7058,7095,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,482,516,581,,,,,517,6812,,,6851,6915,,,518,8894
testnet,default,transfer-cadence-test,,,0,301,337,394,,,,,338,7646,,,7680,9602,,,339,9728
mainnet,default,transfer-test,,,0,531,554,563,,,,,,,554,6835,6839,6850,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,3509,3558,3874,,,,,3558,13578,,,13601,13652,,,3560,15668
testnet,ALCHEMY_URL,transfer-test,,,1,583,603,653,,,,,,,603,7131,7150,7178,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,467,501,541,,,,,,,503,7049,7088,7127,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,706,753,842,,,,,,,753,7266,7289,7321,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,407,454,463,,,,,,,454,6737,6778,6787,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,419,453,465,,,,,,,456,6729,6743,6753,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,472,503,512,,,,,,,504,6783,6831,6840,,,,
mainnet,default,headless-kittypunch-swap-1,0,21091,,,,,21140,29473,29485,47734,,,,,,,47778,60548,,
