network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,749,764,784,,,,,,,765,3924,3928,3947,,,,
testnet,default,transfer-erc20-test,,,0,321,359,383,,,,,,,362,3546,3576,3597,,,,
testnet,default,transfer-cadence-soft-finality-test,,,1,625,674,724,,,,,675,3849,,,3888,3941,,,676,8065
testnet,default,transfer-cadence-test,,,0,462,507,543,,,,,508,4774,,,4797,6836,,,510,6879
mainnet,default,transfer-test,,,0,998,1022,1046,,,,,,,1023,7448,7451,7479,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,817,842,928,,,,,842,5145,,,5179,5244,,,844,10484
testnet,ALCHEMY_URL,transfer-test,,,0,1331,1379,1512,,,,,,,1380,5667,5718,5960,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,913,919,1047,,,,,,,922,5136,5162,5285,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1458,1483,1588,,,,,,,1484,8584,8634,8734,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,347,358,379,,,,,,,359,3521,3523,3689,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,387,410,434,,,,,,,413,3576,3576,3597,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,733,767,792,,,,,,,768,13617,13621,13645,,,,
mainnet,default,headless-kittypunch-swap-1,0,21073,,,,,21093,23749,23763,42538,,,,,,,42557,55854,,
