network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1015,1061,1118,,,1062,4565,4607,4664,,
testnet,default,transfer-erc20-test,0,514,557,618,,,560,4060,4106,4164,,
testnet,default,transfer-cadence-soft-finality-test,0,809,815,919,816,4163,,,4199,4294,818,7464
testnet,default,transfer-cadence-test,0,475,478,555,479,3847,,,3859,6433,480,7133
mainnet,default,transfer-test,0,897,911,973,,,911,7716,7718,7779,,
mainnet,default,transfer-cadence-soft-finality-test,0,710,733,839,734,6866,,,6875,6978,735,12389
testnet,ALCHEMY_URL,transfer-test,0,1461,1468,1706,,,1468,5861,5911,6153,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1320,1367,1625,,,1370,6015,6017,6124,,
mainnet,ALCHEMY_URL,transfer-test,0,1232,1262,1503,,,1264,5271,5307,5411,,
testnet,QUICKNODE_URL,transfer-test,0,530,562,624,,,563,4103,4106,4166,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,566,608,673,,,611,4147,4159,4221,,
mainnet,QUICKNODE_URL,transfer-test,0,900,910,973,,,911,4458,4504,4566,,
