network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1003,1009,1069,,,,,,,,,1010,4448,4487,4551,,,,
testnet,default,transfer-erc20-test,,,0,922,955,1020,,,,,,,,,958,4501,4541,4604,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,589,625,789,,,,,,,625,3971,,,3995,4059,,,627,6101
testnet,default,transfer-cadence-test,,,0,599,636,718,,,,,,,637,6056,,,6072,7128,,,638,7118
mainnet,default,transfer-test,,,0,985,1009,1084,,,,,,,,,1010,7741,7764,7838,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,754,753,885,,,,,,,754,6877,,,6887,7023,,,755,10322
testnet,ALCHEMY_URL,transfer-test,,,0,807,808,939,,,,,,,,,809,4664,4699,4815,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,822,859,972,,,,,,,,,862,4833,4843,4945,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1501,1507,1608,,,,,,,,,1508,5678,5697,9516,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,850,855,927,,,,,,,,,855,4490,4540,4613,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,707,707,783,,,,,,,,,710,4347,4385,4458,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,999,1009,1083,,,,,,,,,1010,7737,7768,7841,,,,
mainnet,default,headless-kittypunch-swap-1,0,21152,,,,,21153,30111,,,30154,48689,,,,,,,48694,52513,,
mainnet,default,headless-kittypunch-swap-2,0,2184,,,,,,,2229,8878,8919,27092,,,,,,,27099,34137,,
