network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1161,1206,1243,,,,,,,,,1207,4463,4469,4505,,,,
testnet,default,transfer-erc20-test,,,0,555,601,640,,,,,,,,,604,3891,3924,3962,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,455,465,527,,,,,,,465,4768,,,4786,4849,,,467,7887
testnet,default,transfer-cadence-test,,,0,277,285,356,,,,,,,285,4467,,,4496,6955,,,287,7583
mainnet,default,transfer-test,,,0,417,449,459,,,,,,,,,450,6725,6744,6753,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,362,386,438,,,,,,,387,5916,,,5916,5968,,,388,12235
testnet,ALCHEMY_URL,transfer-test,,,0,453,455,500,,,,,,,,,455,3746,3786,3816,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,399,403,436,,,,,,,,,406,3697,3737,3786,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,650,657,828,,,,,,,,,658,7157,7164,7196,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,435,453,462,,,,,,,,,454,3517,3568,3576,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,267,302,314,,,,,,,,,304,3371,3388,3398,,,,
mainnet,QUICKNODE_URL,transfer-test,,,1,705,704,714,,,,,,,,,705,6981,7005,7015,,,,
mainnet,default,headless-kittypunch-swap-1,0,20879,,,,,20883,29108,,,29121,47536,,,,,,,47566,54407,,
mainnet,default,headless-kittypunch-swap-2,0,2087,,,,,,,2125,8340,8361,27200,,,,,,,27213,33608,,
