network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,870,903,962,,,,,,,903,7426,7439,7469,,,,
testnet,default,transfer-erc20-test,,,0,670,702,736,,,,,,,705,7155,7185,7217,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,464,478,536,,,,,479,6780,,,6807,6846,,,480,9914
testnet,default,transfer-cadence-test,,,0,476,490,558,,,,,490,5798,,,5827,7786,,,492,7891
mainnet,default,transfer-test,,,0,1085,1110,1117,,,,,,,1111,7351,7371,7376,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,464,495,543,,,,,496,5346,,,5373,5421,,,497,10719
testnet,ALCHEMY_URL,transfer-test,,,0,692,703,754,,,,,,,704,7181,7206,7235,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,559,607,641,,,,,,,610,6996,7008,7033,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,284,301,342,,,,,,,302,6797,6797,6919,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,287,303,308,,,,,,,303,6536,6579,6584,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,257,303,313,,,,,,,306,6543,6579,6586,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,650,654,660,,,,,,,654,6895,6940,6946,,,,
mainnet,default,headless-kittypunch-swap-1,0,20827,,,,,20868,29119,29125,47524,,,,,,,47530,53713,,
