network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,974,1007,1068,,,,,,,1008,7857,7902,7963,,,,
testnet,default,transfer-erc20-test,,,0,976,1007,1122,,,,,,,1010,7959,8009,8121,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,606,625,735,,,,,626,6189,,,6208,6271,,,628,8320
testnet,default,transfer-cadence-test,,,0,542,578,709,,,,,578,7255,,,7299,9345,,,579,9481
mainnet,default,transfer-test,,,0,1215,1252,1325,,,,,,,1253,7962,7980,8052,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,788,805,937,,,,,806,7793,,,7793,7923,,,808,13583
testnet,ALCHEMY_URL,transfer-test,,,0,1074,1109,1220,,,,,,,1110,8178,8219,8317,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,836,855,951,,,,,,,858,14376,14378,14475,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,962,1005,1099,,,,,,,1006,7987,8000,8101,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,986,1005,1078,,,,,,,1006,7911,7947,8020,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,814,853,931,,,,,,,856,7729,7745,7815,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,785,811,884,,,,,,,812,7562,7573,7646,,,,
mainnet,default,headless-kittypunch-swap-1,0,20823,,,,,20847,29654,29704,48286,,,,,,,48301,55149,,
