network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,757,754,786,,,,,,,,,755,7250,7290,7321,,,,
testnet,default,transfer-erc20-test,,,0,510,554,591,,,,,,,,,556,7017,7041,7073,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,259,300,337,,,,,,,301,5578,,,5585,5626,,,303,7651
testnet,default,transfer-cadence-test,,,0,257,271,307,,,,,,,272,5499,,,5499,8995,,,273,9647
mainnet,default,transfer-test,,,0,424,452,459,,,,,,,,,453,6699,6734,6740,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,262,264,312,,,,,,,264,31290,,,31322,31371,,,266,31290
testnet,ALCHEMY_URL,transfer-test,,,0,1009,1058,1081,,,,,,,,,1059,7521,7551,7582,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,600,606,635,,,,,,,,,609,7000,7050,7073,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,507,504,526,,,,,,,,,505,6890,6910,6933,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,413,454,460,,,,,,,,,455,6697,6711,6716,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,281,301,312,,,,,,,,,304,6541,6569,6576,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,368,400,407,,,,,,,,,401,6646,6661,6667,,,,
mainnet,default,headless-kittypunch-swap-1,0,20928,,,,,20957,29143,,,29148,47714,,,,,,,47756,54109,,
mainnet,default,headless-kittypunch-swap-2,0,2088,,,,,,,2135,8588,8615,27105,,,,,,,27130,33960,,
