network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,539,561,581,,,562,3729,3779,3798,,
testnet,default,transfer-erc20-test,0,490,510,555,,,513,3719,3727,3748,,
testnet,default,transfer-cadence-soft-finality-test,0,457,503,554,504,3720,,,3722,3773,506,7944
testnet,default,transfer-cadence-test,0,362,408,439,409,3609,,,3631,6619,411,6791
mainnet,default,transfer-test,0,884,918,942,,,919,7346,7352,7375,,
mainnet,default,transfer-cadence-soft-finality-test,0,402,414,480,414,7058,,,7097,7163,416,11286
testnet,ALCHEMY_URL,transfer-test,0,852,867,938,,,868,4467,4490,4585,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,775,815,899,,,818,4413,4442,4508,,
mainnet,ALCHEMY_URL,transfer-test,0,724,765,862,,,766,4388,4390,4477,,
testnet,QUICKNODE_URL,transfer-test,0,333,357,377,,,358,3526,3571,3591,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,487,511,557,,,514,3719,3730,3750,,
mainnet,QUICKNODE_URL,transfer-test,0,650,663,688,,,665,7091,7093,7116,,
