network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,699,714,776,,,,,,,714,7556,7601,7661,,,,
testnet,default,transfer-erc20-test,,,0,1042,1071,1139,,,,,,,1074,7918,7961,8024,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,589,624,688,,,,,624,6190,,,6235,6303,,,626,9528
testnet,default,transfer-cadence-test,,,0,565,580,672,,,,,580,6002,,,6039,8239,,,582,9300
mainnet,default,transfer-test,,,0,930,969,1041,,,,,,,969,7673,7703,7775,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,686,694,811,,,,,694,5640,,,5663,5793,,,695,9056
testnet,ALCHEMY_URL,transfer-test,,,1,795,816,912,,,,,,,816,7878,7908,8003,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,873,917,1023,,,,,,,919,7996,8014,8116,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,920,969,1073,,,,,,,969,8034,8064,8172,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,944,969,1040,,,,,,,970,7884,7911,7981,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,667,714,784,,,,,,,717,7608,7658,7734,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,732,765,838,,,,,,,766,7469,7501,7583,,,,
mainnet,default,headless-kittypunch-swap-1,0,20989,,,,,20995,29643,29672,48133,,,,,,,48163,51975,,
