network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1230,1231,1320,,,1232,8027,8070,8116,,
testnet,default,transfer-erc20-test,0,929,968,1033,,,971,4363,4389,4437,,
testnet,default,transfer-cadence-soft-finality-test,1,748,758,992,759,7417,,,7446,7532,760,10815
testnet,default,transfer-cadence-test,0,696,721,835,721,7179,,,7200,10020,723,10328
mainnet,default,transfer-test,0,932,969,1041,,,970,7668,7707,7778,,
mainnet,default,transfer-cadence-soft-finality-test,0,735,755,888,755,7534,,,7543,7687,757,11086
testnet,ALCHEMY_URL,transfer-test,0,1190,1224,1351,,,1224,5107,5153,5265,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1013,1020,1142,,,1023,8379,8420,8546,,
mainnet,ALCHEMY_URL,transfer-test,0,2255,2295,2577,,,2296,17469,17495,17616,,
testnet,QUICKNODE_URL,transfer-test,0,699,713,767,,,714,7451,7498,7551,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,714,714,775,,,717,4234,4237,4300,,
mainnet,QUICKNODE_URL,transfer-test,0,1028,1070,1141,,,1071,7768,7770,7841,,
