network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,655,702,744,,,,,,,,,654,3873,3879,3909,,,,
testnet,default,transfer-erc20-test,,,0,683,704,741,,,,,,,,,707,3930,3971,4003,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,481,519,584,,,,,,,520,3697,,,3734,3766,,,521,6799
testnet,default,transfer-cadence-test,,,0,284,293,327,,,,,,,293,4504,,,4525,6651,,,295,6600
mainnet,default,transfer-test,,,0,966,1006,1012,,,,,,,,,1007,7252,7294,7300,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,436,466,542,,,,,,,466,4936,,,4936,4987,,,468,10333
testnet,ALCHEMY_URL,transfer-test,,,0,494,502,556,,,,,,,,,503,3845,3865,3900,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,382,404,445,,,,,,,,,407,3664,3684,3719,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,482,507,549,,,,,,,,,507,7056,7067,7104,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,287,301,307,,,,,,,,,302,3333,3373,3378,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,228,251,260,,,,,,,,,254,3289,3318,3324,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,285,302,307,,,,,,,,,302,6545,6577,6582,,,,
mainnet,default,headless-kittypunch-swap-3,0,17998,,,,,18043,26325,,,26358,42098,,,,,,,42130,49495,,
mainnet,default,headless-kittypunch-swap-4,0,1816,,,,,,,1863,7668,7699,23554,,,,,,,23578,30921,,
