network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,729,758,818,,,,,,,,,759,7248,7257,7316,,,,
testnet,default,transfer-erc20-test,,,0,703,706,745,,,,,,,,,707,7201,7214,7251,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,441,449,488,,,,,,,450,6819,,,6841,6903,,,452,10010
testnet,default,transfer-cadence-test,,,0,529,565,617,,,,,,,566,6894,,,6900,8749,,,567,8972
mainnet,default,transfer-test,,,0,667,704,715,,,,,,,,,705,6988,7039,7049,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,547,571,623,,,,,,,572,7392,,,7405,7458,,,573,12627
testnet,ALCHEMY_URL,transfer-test,,,0,921,952,1001,,,,,,,,,953,7461,7483,7516,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,519,552,584,,,,,,,,,555,7001,7040,7070,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,568,609,675,,,,,,,,,610,7095,7113,7144,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,420,452,460,,,,,,,,,452,6727,6749,6757,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,362,400,413,,,,,,,,,403,6686,6710,6721,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,427,451,461,,,,,,,,,452,6732,6740,6749,,,,
mainnet,default,headless-kittypunch-swap-1,0,20751,,,,,20790,29314,,,29348,48005,,,,,,,48046,55009,,
mainnet,default,headless-kittypunch-swap-2,0,1903,,,,,,,1922,8437,8455,26619,,,,,,,26651,33119,,
