network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,662,662,682,,,663,3829,3878,3911,,
testnet,default,transfer-erc20-test,0,496,510,534,,,513,3682,3727,3747,,
testnet,default,transfer-cadence-soft-finality-test,0,481,527,579,528,3715,,,3742,3796,530,6882
testnet,default,transfer-cadence-test,0,313,359,392,359,3505,,,3528,6826,361,7729
mainnet,default,transfer-test,0,859,867,892,,,868,7297,7298,7322,,
mainnet,default,transfer-cadence-soft-finality-test,0,711,726,809,727,4294,,,4298,4363,729,11870
testnet,ALCHEMY_URL,transfer-test,0,710,716,802,,,716,4437,4440,4498,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,699,714,785,,,716,4367,4389,4453,,
mainnet,ALCHEMY_URL,transfer-test,0,601,611,688,,,612,7605,7605,7668,,
testnet,QUICKNODE_URL,transfer-test,0,291,306,327,,,307,3469,3471,3490,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,313,358,382,,,361,3530,3576,3597,,
mainnet,QUICKNODE_URL,transfer-test,0,749,766,790,,,765,7213,7243,7267,,
