network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,395,407,412,,,,,,,,,408,6641,6682,6687,,,,
testnet,default,transfer-erc20-test,,,0,239,255,266,,,,,,,,,259,6496,6544,6561,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,396,405,444,,,,,,,405,6572,,,6608,6646,,,406,8654
testnet,default,transfer-cadence-test,,,0,245,255,283,,,,,,,256,6477,,,6499,9095,,,257,9596
mainnet,default,transfer-test,,,0,301,305,311,,,,,,,,,306,6549,6592,6598,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,406,407,455,,,,,,,408,7919,,,7919,7968,,,410,13085
testnet,ALCHEMY_URL,transfer-test,,,0,720,760,810,,,,,,,,,761,7396,7401,7441,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,672,713,765,,,,,,,,,716,4097,4114,4145,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,558,563,604,,,,,,,,,565,7143,7162,7199,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,231,252,258,,,,,,,,,253,6488,6530,6535,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,225,253,266,,,,,,,,,257,6493,6534,6541,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,275,306,312,,,,,,,,,307,6553,6598,6604,,,,
mainnet,default,headless-kittypunch-swap-3,0,18073,,,,,18113,21607,,,21641,37330,,,,,,,37381,44730,,
mainnet,default,headless-kittypunch-swap-4,0,1907,,,,,,,1926,5964,6009,21813,,,,,,,21838,29219,,
