network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1035,1053,1137,,,,,,,1054,7673,7681,7726,,,,
testnet,default,transfer-erc20-test,,,0,762,803,853,,,,,,,806,7466,7481,7527,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,564,574,659,,,,,575,7089,,,7092,7141,,,576,10279
testnet,default,transfer-cadence-test,,,0,521,570,637,,,,,571,6968,,,6998,9567,,,572,10196
mainnet,default,transfer-test,,,0,1253,1257,1329,,,,,,,1258,14427,14457,14528,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,672,719,849,,,,,720,8237,,,8269,8398,,,721,11699
testnet,ALCHEMY_URL,transfer-test,,,0,1312,1357,1481,,,,,,,1358,8558,8595,8709,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1127,1153,1264,,,,,,,1156,8268,8298,8418,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1051,1055,1445,,,,,,,1055,8231,8279,8439,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,765,804,866,,,,,,,805,7599,7627,7687,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,725,752,819,,,,,,,755,7550,7596,7659,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,975,1005,1075,,,,,,,1005,4485,4488,4559,,,,
mainnet,default,headless-kittypunch-swap-1,0,20876,,,,,20890,29493,29528,47900,,,,,,,47923,54914,,
