network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1289,1314,1377,,,,,,,1315,8163,8208,8273,,,,
testnet,default,transfer-erc20-test,,,0,1002,1010,1126,,,,,,,1013,7900,7918,7981,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,501,541,603,,,,,542,7067,,,7081,7145,,,543,9244
testnet,default,transfer-cadence-test,,,0,515,518,650,,,,,518,6171,,,6191,9018,,,520,9416
mainnet,default,transfer-test,,,0,778,808,879,,,,,,,808,7511,7553,7625,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,615,656,785,,,,,657,7681,,,7696,7825,,,658,12221
testnet,QUICKNODE_URL,transfer-test,,,1,795,806,875,,,,,,,807,7702,7707,7779,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,723,757,828,,,,,,,760,7616,7659,7727,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,588,603,674,,,,,,,603,7309,7352,7423,,,,
mainnet,default,headless-kittypunch-swap-1,0,20957,,,,,20987,29370,29389,47783,,,,,,,47795,54623,,
