network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,974,1008,1046,,,,,,,1009,7542,7582,7618,,,,
testnet,default,transfer-erc20-test,,,0,728,755,801,,,,,,,758,7254,7283,7318,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,338,374,432,,,,,375,5670,,,5701,5758,,,377,8790
testnet,default,transfer-cadence-test,,,0,307,349,426,,,,,350,5674,,,5720,7858,,,351,8788
mainnet,default,transfer-test,,,0,1098,1104,1128,,,,,,,1105,7548,7583,7608,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,593,626,693,,,,,626,6692,,,6700,6798,,,628,10903
testnet,ALCHEMY_URL,transfer-test,,,0,725,753,801,,,,,,,754,7423,7426,7499,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,727,758,805,,,,,,,761,7442,7488,7556,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1822,1862,1905,,,,,,,1863,5968,5986,6034,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,451,453,484,,,,,,,454,6831,6875,6894,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,394,402,426,,,,,,,405,6785,6827,6848,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,639,652,677,,,,,,,653,7080,7130,7153,,,,
mainnet,default,headless-kittypunch-swap-1,0,20991,,,,,20999,29484,29525,47844,,,,,,,47853,54432,,
