network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,614,663,719,,,663,7429,7447,7503,,
testnet,default,transfer-erc20-test,0,607,613,678,,,615,7351,7351,7413,,
testnet,default,transfer-cadence-soft-finality-test,0,682,691,783,692,5018,,,5028,5117,693,9400
testnet,default,transfer-cadence-test,0,498,511,580,511,4845,,,4854,8510,513,9212
mainnet,default,transfer-test,0,771,817,875,,,818,7748,7757,7815,,
testnet,ALCHEMY_URL,transfer-test,0,1382,1428,1668,,,1429,9294,9342,9458,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1187,1225,1343,,,1228,9049,9087,9212,,
mainnet,ALCHEMY_URL,transfer-test,0,895,919,1035,,,918,8197,8217,8319,,
testnet,QUICKNODE_URL,transfer-test,0,548,564,621,,,565,7324,7356,7411,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,626,662,724,,,664,7392,7399,7457,,
mainnet,QUICKNODE_URL,transfer-test,0,544,562,620,,,563,7607,7655,7713,,
