network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,607,652,683,,,,,,,,,653,3879,3916,3947,,,,
testnet,default,transfer-erc20-test,,,0,578,605,639,,,,,,,,,608,3832,3832,3865,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,480,519,552,,,,,,,520,5623,,,5642,5675,,,522,7717
testnet,default,transfer-cadence-test,,,0,438,480,513,,,,,,,481,3660,,,3697,6246,,,482,6767
mainnet,default,transfer-test,,,0,696,704,709,,,,,,,,,704,6953,6978,6983,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,536,567,617,,,,,,,568,6317,,,6345,6393,,,570,9422
testnet,ALCHEMY_URL,transfer-test,,,0,489,504,552,,,,,,,,,505,3873,3924,3973,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,398,402,455,,,,,,,,,405,3730,3774,3814,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,632,652,688,,,,,,,,,653,7147,7188,7224,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,430,455,461,,,,,,,,,456,6694,6698,6704,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,342,352,363,,,,,,,,,355,3396,3419,3428,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,323,352,359,,,,,,,,,353,6593,6643,6649,,,,
mainnet,default,headless-kittypunch-swap-1,0,20876,,,,,20916,29261,,,29307,47677,,,,,,,47695,54529,,
mainnet,default,headless-kittypunch-swap-2,0,2034,,,,,,,2041,8608,8626,27103,,,,,,,27125,33513,,
