network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1010,1054,1095,,,,,,,1055,4372,4421,4453,,,,
testnet,default,transfer-erc20-test,,,0,708,756,792,,,,,,,758,4009,4028,4061,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,465,506,563,,,,,507,3708,,,3716,3748,,,508,7874
testnet,default,transfer-cadence-test,,,0,481,522,578,,,,,523,3679,,,3685,6484,,,524,6805
mainnet,default,transfer-test,,,0,768,805,812,,,,,,,806,7051,7062,7067,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,558,587,637,,,,,588,8616,,,8630,8679,,,589,10716
testnet,ALCHEMY_URL,transfer-test,,,0,591,603,646,,,,,,,604,7124,7152,7196,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,572,606,667,,,,,,,608,3868,3880,3925,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,426,452,493,,,,,,,453,6902,6905,6932,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,435,452,458,,,,,,,453,3495,3522,3528,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,312,353,363,,,,,,,356,3390,3421,3429,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,348,351,358,,,,,,,352,6597,6638,6644,,,,
mainnet,default,headless-kittypunch-swap-1,0,21138,,,,,21152,29646,29697,48779,,,,,,,48799,55273,,
