network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,698,709,738,,,,,,,,,710,3945,3949,3977,,,,
testnet,default,transfer-erc20-test,,,0,420,457,490,,,,,,,,,460,3695,3700,3727,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,590,622,685,,,,,,,623,4862,,,4902,4961,,,624,8046
testnet,default,transfer-cadence-test,,,0,344,381,422,,,,,,,381,4649,,,4650,7139,,,383,7832
mainnet,default,transfer-test,,,0,1222,1260,1300,,,,,,,,,1261,7813,7832,7871,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,667,705,804,,,,,,,706,7448,,,7490,7571,,,707,10612
testnet,ALCHEMY_URL,transfer-test,,,0,1020,1063,1166,,,,,,,,,1063,4968,4975,5080,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,795,817,957,,,,,,,,,820,4598,4622,4732,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,387,408,435,,,,,,,,,409,3634,3650,3677,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,405,406,440,,,,,,,,,409,3646,3660,3691,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,646,660,700,,,,,,,,,661,7203,7244,7278,,,,
mainnet,default,headless-kittypunch-swap-3,0,17963,,,,,17976,93582,,,93587,109362,,,,,,,109379,117299,,
mainnet,default,headless-kittypunch-swap-4,0,2064,,,,,,,2074,6084,6125,22060,,,,,,,22099,29969,,
