network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,811,858,926,,,858,4381,4397,4465,,
testnet,default,transfer-erc20-test,1,595,607,680,,,609,4107,4148,4218,,
testnet,default,transfer-cadence-soft-finality-test,0,546,553,642,554,3895,,,3925,4014,555,8269
testnet,default,transfer-cadence-test,0,509,518,583,519,3889,,,3892,6660,521,7152
mainnet,default,transfer-test,0,924,959,1016,,,960,4724,4774,4832,,
mainnet,default,transfer-cadence-soft-finality-test,0,686,685,786,686,5980,,,5998,6096,687,10383
testnet,ALCHEMY_URL,transfer-test,0,1294,1311,1549,,,1312,5454,5498,5752,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,988,1020,1271,,,1021,5134,5162,5267,,
mainnet,ALCHEMY_URL,transfer-test,0,811,817,928,,,818,8225,8265,8372,,
testnet,QUICKNODE_URL,transfer-test,0,508,510,567,,,511,4004,4031,4087,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,515,561,622,,,564,4057,4085,4144,,
mainnet,QUICKNODE_URL,transfer-test,0,624,657,713,,,657,7413,7420,7479,,
