network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,557,558,588,,,557,7035,7074,7103,,
testnet,default,transfer-erc20-test,0,509,510,540,,,512,6980,6985,7013,,
testnet,default,transfer-cadence-soft-finality-test,0,512,548,609,549,5893,,,5933,5994,550,9086
testnet,default,transfer-cadence-test,0,331,365,404,366,4563,,,4593,7784,367,7740
mainnet,default,transfer-cadence-soft-finality-test,0,1353,1360,1434,1361,6157,,,6196,6269,1363,11491
testnet,ALCHEMY_URL,transfer-test,0,521,558,610,,,558,7204,7216,7273,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,377,403,458,,,406,7009,7032,7071,,
mainnet,ALCHEMY_URL,transfer-test,0,1125,1161,1199,,,1162,8095,8122,8480,,
testnet,QUICKNODE_URL,transfer-test,0,512,558,588,,,559,7101,7130,7159,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,379,407,441,,,410,6874,6923,6954,,
