network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1125,1156,1242,,,,,,,1157,7910,7911,7956,,,,
testnet,default,transfer-erc20-test,,,0,899,908,957,,,,,,,911,7573,7599,7645,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,470,491,578,,,,,492,8170,,,8183,8273,,,493,9259
testnet,default,transfer-cadence-test,,,0,497,548,655,,,,,548,6052,,,6094,8508,,,550,9236
mainnet,default,transfer-test,,,0,1066,1108,1180,,,,,,,1109,7808,7817,7888,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,773,794,965,,,,,794,7103,,,7135,7330,,,796,10621
testnet,ALCHEMY_URL,transfer-test,,,0,1066,1107,1216,,,,,,,1108,8244,8260,8374,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1263,1309,1424,,,,,,,1313,8401,8407,8512,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,788,808,905,,,,,,,809,8640,8652,8776,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,674,703,765,,,,,,,705,13961,13987,14047,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,627,655,720,,,,,,,658,7456,7457,7531,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,647,659,731,,,,,,,660,7362,7367,7439,,,,
mainnet,default,headless-kittypunch-swap-1,0,21092,,,,,21137,29844,29847,48474,,,,,,,48501,55354,,
