network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,717,753,786,,,754,7211,7238,7267,,
testnet,default,transfer-erc20-test,0,596,604,640,,,607,3834,3875,3909,,
testnet,default,transfer-cadence-soft-finality-test,0,654,679,737,679,6067,,,6097,6156,681,9440
testnet,default,transfer-cadence-test,0,499,503,536,504,5844,,,5879,8771,505,9115
mainnet,default,transfer-test,0,682,702,708,,,703,3740,3774,3780,,
mainnet,default,transfer-cadence-soft-finality-test,0,409,458,526,458,6896,,,6936,6985,460,11062
testnet,ALCHEMY_URL,transfer-test,0,670,703,751,,,704,7251,7259,7288,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,670,708,756,,,711,7209,7260,7290,,
mainnet,ALCHEMY_URL,transfer-test,0,625,658,689,,,658,13568,13615,13894,,
testnet,QUICKNODE_URL,transfer-test,0,406,452,457,,,453,6683,6700,6704,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,301,304,313,,,305,6544,6547,6553,,
mainnet,QUICKNODE_URL,transfer-test,1,292,301,308,,,301,3344,3368,3375,,
