network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,950,955,1040,,,,,,,956,7733,7739,7784,,,,
testnet,default,transfer-erc20-test,,,0,604,604,652,,,,,,,607,7266,7284,7330,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,546,555,644,,,,,556,7112,,,7142,7227,,,558,10264
testnet,default,transfer-cadence-test,,,0,482,489,578,,,,,489,6925,,,6931,9908,,,491,10185
mainnet,default,transfer-test,,,0,778,806,863,,,,,,,807,7365,7366,7422,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,667,700,857,,,,,701,7984,,,7992,8232,,,702,11428
testnet,ALCHEMY_URL,transfer-test,,,0,1263,1310,1429,,,,,,,1311,8473,8505,8604,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1124,1154,1270,,,,,,,1157,8323,8335,8441,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,4204,4213,4382,,,,,,,4214,11650,11692,11897,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,865,905,966,,,,,,,905,7703,7748,7809,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,832,859,920,,,,,,,862,7615,7661,7720,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,467,507,565,,,,,,,508,7061,7069,7126,,,,
mainnet,default,headless-kittypunch-swap-1,0,20893,,,,,20920,29481,29510,48247,,,,,,,48269,55108,,
