network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,865,908,980,,,909,7822,7856,7926,,
testnet,default,transfer-erc20-test,0,696,707,780,,,709,7618,7656,7727,,
testnet,default,transfer-cadence-soft-finality-test,0,557,604,707,605,6069,,,6090,6194,607,9654
testnet,default,transfer-cadence-test,0,566,613,695,614,6078,,,6100,9035,616,9392
mainnet,default,transfer-test,0,907,909,985,,,910,7864,7865,7939,,
testnet,ALCHEMY_URL,transfer-test,0,1546,1564,1827,,,1565,6025,6060,6177,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1457,1468,1572,,,1471,6174,6215,6316,,
mainnet,ALCHEMY_URL,transfer-test,0,1033,1061,1307,,,1061,8607,8620,8873,,
testnet,QUICKNODE_URL,transfer-test,0,694,706,778,,,707,4348,4388,4458,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,625,656,729,,,659,7568,7570,7641,,
mainnet,QUICKNODE_URL,transfer-test,0,2882,2920,2996,,,2920,6598,6606,6680,,
