network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,510,552,589,,,,,,,,,553,7073,7108,7144,,,,
testnet,default,transfer-erc20-test,,,0,534,555,593,,,,,,,,,558,7051,7055,7090,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,440,450,508,,,,,,,450,5691,,,5732,5796,,,452,8833
testnet,default,transfer-cadence-test,,,0,462,498,556,,,,,,,499,6769,,,6782,8746,,,501,8873
mainnet,default,transfer-test,,,0,797,805,815,,,,,,,,,806,7090,7138,7148,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,454,468,520,,,,,,,469,6254,,,6286,6350,,,471,8316
testnet,ALCHEMY_URL,transfer-test,,,0,776,803,851,,,,,,,,,804,7384,7429,7477,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,784,806,840,,,,,,,,,809,7351,7355,7414,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,864,909,1226,,,,,,,,,910,7767,7780,7820,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,297,301,312,,,,,,,,,302,6579,6618,6627,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,423,455,468,,,,,,,,,458,6745,6769,6781,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,377,402,412,,,,,,,,,403,6681,6715,6724,,,,
mainnet,default,headless-kittypunch-swap-1,0,20772,,,,,20808,29018,,,29058,47419,,,,,,,47443,53768,,
mainnet,default,headless-kittypunch-swap-2,0,1878,,,,,,,1916,8171,8198,26783,,,,,,,26799,33190,,
