network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,740,753,790,,,,,,,754,7252,7279,7314,,,,
testnet,default,transfer-erc20-test,,,0,730,757,797,,,,,,,760,7249,7296,7331,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,518,520,557,,,,,521,6844,,,6845,6882,,,522,11028
testnet,default,transfer-cadence-test,,,0,300,334,399,,,,,334,5556,,,5559,8900,,,336,9741
mainnet,default,transfer-test,,,0,569,602,613,,,,,,,603,6886,6931,6940,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,458,489,872,,,,,489,5834,,,5872,5944,,,491,10052
testnet,ALCHEMY_URL,transfer-test,,,0,540,555,595,,,,,,,556,7074,7081,7107,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,503,551,587,,,,,,,553,6997,7028,7053,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,932,955,990,,,,,,,956,7420,7422,7457,,,,
testnet,QUICKNODE_URL,transfer-test,,,1,393,403,412,,,,,,,404,6679,6724,6733,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,304,304,317,,,,,,,307,6580,6629,6639,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,412,454,464,,,,,,,455,6736,6769,6779,,,,
mainnet,default,headless-kittypunch-swap-1,0,20818,,,,,20832,29180,29223,47784,,,,,,,47812,54319,,
