network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,868,906,968,,,,,,,,,907,7680,7698,7758,,,,
testnet,default,transfer-erc20-test,,,0,836,856,923,,,,,,,,,858,7703,7742,7806,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,600,635,747,,,,,,,635,7134,,,7162,7225,,,637,10331
testnet,default,transfer-cadence-test,,,0,585,622,752,,,,,,,622,5173,,,5191,8004,,,623,8460
mainnet,default,transfer-test,,,0,712,754,826,,,,,,,,,754,7452,7483,7555,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,534,556,739,,,,,,,556,9587,,,9594,9719,,,558,14013
testnet,ALCHEMY_URL,transfer-test,,,0,841,855,986,,,,,,,,,856,8053,8101,8213,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,934,959,1080,,,,,,,,,961,8195,8221,8340,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,761,808,963,,,,,,,,,809,7985,8027,8124,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,974,1008,1080,,,,,,,,,1009,7920,7969,8041,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,728,757,830,,,,,,,,,760,7631,7655,7724,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,664,708,780,,,,,,,,,709,7406,7421,7492,,,,
mainnet,default,headless-kittypunch-swap-1,0,20812,,,,,20858,29255,,,29260,48141,,,,,,,48146,54985,,
mainnet,default,headless-kittypunch-swap-2,0,2699,,,,,,,2724,8889,8906,27787,,,,,,,27830,34701,,
