network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,730,765,821,,,765,4241,4287,4342,,
testnet,default,transfer-erc20-test,0,578,613,673,,,616,4117,4137,4195,,
testnet,default,transfer-cadence-soft-finality-test,0,508,523,612,524,3807,,,3843,3927,526,7069
testnet,default,transfer-cadence-test,0,491,501,570,501,3796,,,3824,6748,503,7082
mainnet,default,transfer-test,0,776,816,879,,,817,7624,7656,7717,,
testnet,ALCHEMY_URL,transfer-test,0,1387,1428,1667,,,1429,5950,5973,6091,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1367,1377,1630,,,1379,5827,5870,5992,,
mainnet,ALCHEMY_URL,transfer-test,0,988,1020,1127,,,1020,4845,4846,4961,,
testnet,QUICKNODE_URL,transfer-test,0,575,615,675,,,614,4094,4136,4197,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,536,561,622,,,564,4065,4086,4144,,
mainnet,QUICKNODE_URL,transfer-test,0,781,816,878,,,817,7711,7711,7781,,
