network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,253,302,307,,,,,,,,,302,3333,3340,3345,,,,
testnet,default,transfer-erc20-test,,,0,231,255,267,,,,,,,,,258,3293,3302,3309,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,326,333,373,,,,,,,334,3464,,,3508,3547,,,336,7633
testnet,default,transfer-cadence-test,,,0,315,322,343,,,,,,,322,3493,,,3494,7436,,,324,7684
mainnet,default,transfer-test,,,0,310,356,362,,,,,,,,,356,6598,6629,6634,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,1054,1085,1138,,,,,,,1086,5668,,,5668,5715,,,1088,12979
testnet,ALCHEMY_URL,transfer-test,,,0,515,557,581,,,,,,,,,558,3748,3787,3812,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,474,506,533,,,,,,,,,508,3664,3694,3711,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,277,303,316,,,,,,,,,304,6674,6724,6745,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,256,302,308,,,,,,,,,303,6544,6573,6578,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,145,155,164,,,,,,,,,157,6394,6427,6435,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,370,406,412,,,,,,,,,407,6653,6678,6683,,,,
mainnet,default,headless-kittypunch-swap-3,0,17842,,,,,17880,21708,,,21749,37483,,,,,,,37532,46396,,
mainnet,default,headless-kittypunch-swap-4,0,1615,,,,,,,1626,5349,5386,21203,,,,,,,21251,28587,,
