network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,540,559,588,,,,,,,,,560,3798,3847,3876,,,,
testnet,default,transfer-erc20-test,,,0,375,405,435,,,,,,,,,408,3655,3702,3736,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,592,616,677,,,,,,,616,3861,,,3894,3958,,,618,7052
testnet,default,transfer-cadence-test,,,0,342,377,424,,,,,,,377,3635,,,3651,6702,,,379,6820
mainnet,default,transfer-test,,,0,991,1012,1048,,,,,,,,,1012,7552,7580,7616,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,633,658,738,,,,,,,659,6832,,,6851,6927,,,661,10024
testnet,ALCHEMY_URL,transfer-test,,,0,735,757,832,,,,,,,,,758,4550,4599,4671,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,555,558,629,,,,,,,,,560,4155,4200,4293,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,807,812,891,,,,,,,,,813,7703,7722,7811,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,386,405,434,,,,,,,,,406,3634,3637,3665,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,379,405,434,,,,,,,,,408,3652,3699,3732,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,498,505,542,,,,,,,,,506,7044,7083,7119,,,,
mainnet,default,headless-kittypunch-swap-3,0,18508,,,,,18551,22093,,,22110,37868,,,,,,,37880,42221,,
mainnet,default,headless-kittypunch-swap-4,0,1742,,,,,,,1769,4917,4961,20807,,,,,,,20850,28683,,
